title,URL,Published date,keywords,KW,picture,group
天寒地凍的護「心」五妙招,https://www.everydayhealth.com.tw//article/2374,2013-11-29, 養生保健 心血管 心肌梗塞 心臟病 減重,心血管 心肌梗塞 心臟病 減重,https://farm3.staticflickr.com/2939/14791481535_a34cd6093e_b.jpg,2
餿水油的危害 & 正確解毒之道,https://www.everydayhealth.com.tw//article/5190,2014-09-10, 保健新聞 油 排毒 解毒 規律運動 運動 多色蔬果 蔬果 地溝油 餿水油 減重,油 排毒 解毒 規律運動 運動 多色蔬果 蔬果 地溝油 餿水油 減重,https://farm4.staticflickr.com/3837/14956484429_8f0ec3fe7f_b.jpg,6
咀嚼動作可促進血液循環、提昇皮膚新陳代謝,https://www.everydayhealth.com.tw//article/5702,2014-11-13, 健康小撇步 咀嚼 瘦臉 新陳代謝 瘦身 減重,咀嚼 瘦臉 新陳代謝 瘦身 減重,https://farm8.staticflickr.com/7446/15821301143_4f2a3a8c05_b.jpg,19
主動咳嗽、深呼吸  防治氣管炎、去痰濕,https://www.everydayhealth.com.tw//article/8565,2014-12-26, 養生保健 心肺功能 久咳 感冒 呼吸 去痰 柿子 濕氣 除濕,心肺功能 久咳 感冒 呼吸 去痰 柿子 濕氣 除濕,https://farm8.staticflickr.com/7510/15914068300_3b43207c7c_b.jpg,8
台灣脂肪肝20年飆升18倍 上班族最常見,https://www.everydayhealth.com.tw//article/7238,2014-07-11, 保健新聞 生活 脂肪肝 迷思 飲食,生活 脂肪肝 迷思 飲食,https://c1.staticflickr.com/5/4649/40566367941_dc496a9236_b.jpg,20
聞薰衣草5分鐘，降低壓力荷爾蒙,https://www.everydayhealth.com.tw//article/8535,2014-12-23, 健康小撇步 香氣 高血壓 壓力荷爾蒙 荷爾蒙 免疫力,香氣 高血壓 壓力荷爾蒙 荷爾蒙 免疫力,https://farm9.staticflickr.com/8642/16146126729_c2c5052fe9_b.jpg,1
眼睛痠澀時可用力緊閉再開合，以促進血液循環,https://www.everydayhealth.com.tw//article/8539,2014-12-23, 健康小撇步 促進血液循環 血液循環 眼睛 眼睛疲勞,促進血液循環 血液循環 眼睛 眼睛疲勞,https://farm9.staticflickr.com/8597/16306378206_843849478a_b.jpg,26
吃洋蔥可以降血糖，生吃效果更好,https://www.everydayhealth.com.tw//article/8544,2014-12-23, 健康小撇步 洋蔥 血糖 降血糖,洋蔥 血糖 降血糖,https://farm8.staticflickr.com/7527/16144781898_bceb57eb41_b.jpg,25
睡前Do and Don't，防止隱藏病症干擾睡眠,https://www.everydayhealth.com.tw//article/583,2013-06-20, 失眠問題 睡眠 睡眠品質 減重,睡眠 睡眠品質 減重,https://farm4.staticflickr.com/3865/14773854062_c3b0cb4dff_b.jpg,3
原來天天在吃毒 遵守8要點 不把毒吃下肚,https://www.everydayhealth.com.tw//article/2119,2014-06-04, 健康飲食 無毒 外食 蜂蜜 牛奶 生食 減重,無毒 外食 蜂蜜 牛奶 生食 減重,https://farm1.staticflickr.com/699/21053783763_815fdf709c_b.jpg,0
運動20分鐘後喝150cc番茄汁，可預防攝護腺癌、肺癌、胃癌、心臟病,https://www.everydayhealth.com.tw//article/6215,2014-12-15, 健康小撇步 運動 蕃茄 攝護腺 抗癌 癌症 肺癌 防癌 心臟病 健胃,運動 蕃茄 攝護腺 抗癌 癌症 肺癌 防癌 心臟病 健胃,https://c2.staticflickr.com/8/7372/26552368680_23eda90ba6_b.jpg,13
DIY「陰涼處」，保利龍箱保存蔬果,https://www.everydayhealth.com.tw//article/8552,2014-12-23, 健康小撇步 蔬菜 水果 保存 牛蒡 蓮藕 洋蔥,蔬菜 水果 保存 牛蒡 蓮藕 洋蔥,https://farm8.staticflickr.com/7581/16306429636_0a3779c58a_b.jpg,27
用蘋果、香蕉，幫助奇異果熟成,https://www.everydayhealth.com.tw//article/8556,2014-12-23, 健康小撇步 奇異果 蘋果 香蕉 水果,奇異果 蘋果 香蕉 水果,https://farm9.staticflickr.com/8608/15715572924_9e7cdb8438_b.jpg,27
100g番茄的維生素C含量是每人每日攝取量的5分之1,https://www.everydayhealth.com.tw//article/5704,2014-11-13, 健康小撇步 維生素C 番茄 膳食纖維 減肥 減重,維生素C 番茄 膳食纖維 減肥 減重,https://farm8.staticflickr.com/7359/16439601591_2f365fcd25_b.jpg,27
眼睛疲勞這樣喝~,https://www.everydayhealth.com.tw//article/5960,2014-11-26, 健康小撇步 眼睛 眼睛疲勞 蘋果 紅蘿蔔 胡蘿蔔 蘿蔔,眼睛 眼睛疲勞 蘋果 紅蘿蔔 胡蘿蔔 蘿蔔,https://farm9.staticflickr.com/8639/16426044015_4cc156451e_b.jpg,26
多吃水果可保護心血管，壞膽固醇不再來,https://www.everydayhealth.com.tw//article/8520,2014-12-22, 健康小撇步 多吃水果 水果 芭樂 葡萄 膽固醇 番茄 茄紅素 心血管,多吃水果 水果 芭樂 葡萄 膽固醇 番茄 茄紅素 心血管,https://farm8.staticflickr.com/7565/15715689234_7223ff6dc1_b.jpg,20
擺脫止痛藥！薑黃、丁香6天然食材緩疼痛零副作用,https://www.everydayhealth.com.tw//article/9800,2015-07-22, 健康飲食 優格 副作用 喝水 止痛 薑黃 鹽,優格 副作用 喝水 止痛 薑黃 鹽,https://farm4.staticflickr.com/3779/19908547831_7717fc0391_b.jpg,17
日名醫20秒測你的肌肉年齡！一周肌肉回春20歲,https://www.everydayhealth.com.tw//article/10056,2015-08-14, 對抗老化 回春 小腿肌 老化 肌肉 肌肉鍛鍊 退化性關節炎 骨骼,回春 小腿肌 老化 肌肉 肌肉鍛鍊 退化性關節炎 骨骼,https://farm1.staticflickr.com/703/20564768931_d97b83d71d_b.jpg,12
3周扭轉壞體質，新4大好食物讓你吃不胖、不早老、遠離文明病！,https://www.everydayhealth.com.tw//article/5449,2014-10-27, 健康飲食 食材 健康資訊 飲食習慣 飲食迷思 飲食順序 減重,食材 健康資訊 飲食習慣 飲食迷思 飲食順序 減重,https://farm6.staticflickr.com/5597/15452025747_75152b1661_b.jpg,1
怎麼做怎麼走，日常生活決定你的體型,https://www.everydayhealth.com.tw//article/1610,2013-09-30, 養生保健 健走 雕塑身材 生活習慣 減重,健走 雕塑身材 生活習慣 減重,https://c1.staticflickr.com/1/917/28505429487_3defbcf48d_b.jpg,1
抗老、瘦身、不疲勞！純天然醬料6大驚人功效,https://www.everydayhealth.com.tw//article/6241,2014-12-19, 健康飲食 醬料 免疫力 抗老 代謝 疲勞 健胃,醬料 免疫力 抗老 代謝 疲勞 健胃,https://farm8.staticflickr.com/7497/15861326079_b50fe9d359_b.jpg,18
全球5大健康食物！納豆這樣煮不怕有臭味,https://www.everydayhealth.com.tw//article/6249,2014-12-19, 健康飲食 納豆 膽固醇 鐵 腸胃健康 便祕 腸胃蠕動 鈣,納豆 膽固醇 鐵 腸胃健康 便祕 腸胃蠕動 鈣,https://c2.staticflickr.com/8/7016/26552695210_fa2cccef3d_b.jpg,11
【健康新聞】遠離51％失智風險，正確好睡眠2大關鍵,https://www.everydayhealth.com.tw//article/5194,2014-09-11, 失眠問題 失智 失智症 失眠 血清素 褪黑激素 減重,失智 失智症 失眠 血清素 褪黑激素 減重,https://c2.staticflickr.com/2/1617/26288822722_11b7e0da5c_b.jpg,21
核桃的抗氧化作用，相當於維生素E的2~15倍之多,https://www.everydayhealth.com.tw//article/6218,2014-12-16, 健康小撇步 核桃 堅果 維生素E 纖維 膳食纖維 食物纖維 礦物質 維生素,核桃 堅果 維生素E 纖維 膳食纖維 食物纖維 礦物質 維生素,https://c2.staticflickr.com/8/7581/15718263633_76927ec975_b.jpg,27
天冷好發過敏，保暖不可少,https://www.everydayhealth.com.tw//article/2379,2013-12-03, 養生保健 過敏 天氣冷 生活習慣 保暖 減重,過敏 天氣冷 生活習慣 保暖 減重,https://c1.staticflickr.com/3/2899/14784683893_90c9b3337e_b.jpg,1
黑巧克力富含礦物質及抗氧化物質，可維持心血管健康,https://www.everydayhealth.com.tw//article/6219,2014-12-16, 健康小撇步 巧克力 抗氧化 礦物質 生理期 心血管 高血壓,巧克力 抗氧化 礦物質 生理期 心血管 高血壓,https://c2.staticflickr.com/8/7342/26825148885_d81bd8e1eb_b.jpg,2
疲勞退散！3招高效率午休法,https://www.everydayhealth.com.tw//article/3660,2014-01-24, 其他身心健康 消除疲勞 生活習慣 減重,消除疲勞 生活習慣 減重,https://c2.staticflickr.com/2/1828/43326008762_6fabce98f5_b.jpg,24
按合谷穴、喝葡萄汁，日本名醫教你4招輕鬆降血壓,https://www.everydayhealth.com.tw//article/11597,2016-04-26, 養生保健 心血管 穴道 葡萄 血液循環 高血壓,心血管 穴道 葡萄 血液循環 高血壓,https://farm2.staticflickr.com/1556/26357479080_cea5db7251_b.jpg,2
肝不好也易缺鈣！除了綠花椰，醫師推2樣護肝補鈣,https://www.everydayhealth.com.tw//article/16205,2017-08-21, 健康飲食 肝臟 護肝 抗氧化 抗發炎 花椰菜 櫻花蝦 蝦紅素,肝臟 護肝 抗氧化 抗發炎 花椰菜 櫻花蝦 蝦紅素,https://static.everydayhealth.com.tw/main/201708/36505043631_14289bb6fb_b.jpg,7
騎腳踏車上班，糖尿病發病率降低50％,https://www.everydayhealth.com.tw//article/8782,2015-02-05, 健康小撇步 糖尿病 懶人運動 規律運動 運動 運動計畫,糖尿病 懶人運動 規律運動 運動 運動計畫,https://farm9.staticflickr.com/8576/16262543729_b2a8074179_b.jpg,6
苦瓜維生素Ｃ含量，為冬瓜的5倍,https://www.everydayhealth.com.tw//article/8527,2014-12-22, 健康小撇步 苦瓜 維生素C 蔬菜 南瓜 冬瓜 小黃瓜,苦瓜 維生素C 蔬菜 南瓜 冬瓜 小黃瓜,https://farm8.staticflickr.com/7502/16152271277_55443fd5a2_b.jpg,27
神奇！她68歲靠牙齒戰勝膝痛，7年不復發,https://www.everydayhealth.com.tw//article/17743,2018-01-11, 關節疼痛 牙齒 咀嚼 耳鳴 膝蓋痛 腰痠背痛,牙齒 咀嚼 耳鳴 膝蓋痛 腰痠背痛,https://c1.staticflickr.com/5/4664/39610822661_a7a660d10a_b.jpg,27
美腸奶昔、提高代謝奶昔，5種熱奶昔暖身又抗老,https://www.everydayhealth.com.tw//article/6113,2014-12-09, 對抗老化 代謝 冬天 抗氧化 腸道 腸胃蠕動,代謝 冬天 抗氧化 腸道 腸胃蠕動,https://c2.staticflickr.com/8/7580/26722669381_6ab0992f6d_b.jpg,11
勝柳丁15倍！教授：這時間吃橘子降心肌梗塞、中風風險,https://www.everydayhealth.com.tw//article/20816,2018-12-27, 健康飲食 橘子 維生素C 骨質疏鬆症 心血管疾病,橘子 維生素C 骨質疏鬆症 心血管疾病,https://c1.staticflickr.com/5/4819/32597317618_468c0010e7_b.jpg,27
一天工作8小時的上班族，講電話時起身走動，可多消耗100大卡,https://www.everydayhealth.com.tw//article/6126,2014-12-09, 健康小撇步 熱量 走路 久坐,熱量 走路 久坐,https://farm8.staticflickr.com/7388/16353349966_c04579bbce_b.jpg,27
皺紋多的女性容易骨折？ 不老的骨骼養成法,https://www.everydayhealth.com.tw//article/1874,2013-11-11, 對抗老化 骨質疏鬆 骨骼 大豆異黃酮 跳繩 減重,骨質疏鬆 骨骼 大豆異黃酮 跳繩 減重,https://farm6.staticflickr.com/5589/14527697659_fd062f6f48_b.jpg,16
福態體型讓孩子的成長發育之路處處卡關,https://www.everydayhealth.com.tw//article/5202,2014-09-15, 養生保健 肥胖 發育 心血管 骨骼 身高 長高 高血壓 睡眠 睡眠品質 減重,肥胖 發育 心血管 骨骼 身高 長高 高血壓 睡眠 睡眠品質 減重,https://farm4.staticflickr.com/3890/15056881838_e1f40ddce6.jpg,3
一天跳500下可改善腸胃僵硬，提升心肺功能,https://www.everydayhealth.com.tw//article/6132,2014-12-09, 健康小撇步 腸胃 腸胃健康 跳躍 心肺功能 深蹲 自律神經,腸胃 腸胃健康 跳躍 心肺功能 深蹲 自律神經,https://farm9.staticflickr.com/8575/15756899354_227675dbd7_b.jpg,11
熊爪式淋巴按摩排出體內壞氣，消長年肩痛、提高免疫力,https://www.everydayhealth.com.tw//article/17234,2017-11-17, 養生保健 肩頸僵硬 排毒 腋下 按摩 淋巴,肩頸僵硬 排毒 腋下 按摩 淋巴,https://c1.staticflickr.com/5/4581/38395849856_487232e7db_b.jpg,4
百病起於寒！低體溫背後的10大病症,https://www.everydayhealth.com.tw//article/6108,2014-12-08, 養生保健 體溫 免疫力 促進血液循環 心血管 氣血 血氣運行 血液 血液循環 血管 自律神經 自律神經失調,體溫 免疫力 促進血液循環 心血管 氣血 血氣運行 血液 血液循環 血管 自律神經 自律神經失調,https://c2.staticflickr.com/8/7109/26184533734_05d2d89ff4_b.jpg,23
這樣吃更暖身！多吃糙米、熱紅茶改善冰冷體質,https://www.everydayhealth.com.tw//article/6111,2014-12-08, 健康飲食 飲食 飲食習慣 飲食迷思 手腳冰冷 腳趾冰冷,飲食 飲食習慣 飲食迷思 手腳冰冷 腳趾冰冷,https://farm8.staticflickr.com/7508/15972472801_fc434d3189_b.jpg,15
腹式呼吸，改善淺呼吸~使肺泡不易塌陷,https://www.everydayhealth.com.tw//article/5715,2014-11-13, 健康小撇步 呼吸 呼吸訓練 深呼吸 腹式呼吸 減重,呼吸 呼吸訓練 深呼吸 腹式呼吸 減重,https://farm8.staticflickr.com/7410/15818885704_f90d6680ee_b.jpg,1
秋冬保健雙紅保肝茶有效預防脂肪肝,https://www.everydayhealth.com.tw//article/5971,2014-11-28, 健康飲食 腸胃健康 肝臟 肝臟食療 護肝 護胃 健胃 酮體 脂肪肝,腸胃健康 肝臟 肝臟食療 護肝 護胃 健胃 酮體 脂肪肝,https://c2.staticflickr.com/8/7102/26515323550_8109d10a7b_b.jpg,7
啟動體內廢物的代謝力！按腳趾1處消解肩膀僵硬,https://www.everydayhealth.com.tw//article/18259,2018-03-15, 穴道導引 穴道 穴位按摩 足部保養 肩頸僵硬 血液循環,穴道 穴位按摩 足部保養 肩頸僵硬 血液循環,https://c1.staticflickr.com/5/4776/40801242941_b6bb945845_b.jpg,14
好氣色、好身材！擺脫4個NG習慣 女性荷爾蒙好平衡,https://www.everydayhealth.com.tw//article/6054,2014-12-03, 養生保健 女性荷爾蒙 荷爾蒙 月經 生活習慣 壓力,女性荷爾蒙 荷爾蒙 月經 生活習慣 壓力,https://c2.staticflickr.com/8/7791/26763250466_d4e7cff361_b.jpg,1
南瓜籽礦物質含量高，預防骨質疏鬆,https://www.everydayhealth.com.tw//article/6072,2014-12-03, 健康小撇步 南瓜 骨質疏鬆 骨質疏鬆症 鐵 礦物質 堅果 鈣,南瓜 骨質疏鬆 骨質疏鬆症 鐵 礦物質 堅果 鈣,https://farm8.staticflickr.com/7384/16377645671_91d117d9ab_b.jpg,16
每天叩齒50下，可增強大腦記憶力,https://www.everydayhealth.com.tw//article/6074,2014-12-03, 健康小撇步 牙齒 大腦 記憶力 肌肉 促進血液循環 血液循環,牙齒 大腦 記憶力 肌肉 促進血液循環 血液循環,https://farm8.staticflickr.com/7354/16191972870_1e5d7f79d2_b.jpg,23
8種「好心」食物，保健你的心臟及血管,https://www.everydayhealth.com.tw//article/597,2013-06-22, 健康飲食 生活 生活常識 生活習慣 減重,生活 生活常識 生活習慣 減重,https://farm3.staticflickr.com/2897/14804338293_7412e2c226_b.jpg,1
「不疲勞用眼法」！這樣用3C眼睛不過勞,https://www.everydayhealth.com.tw//article/2645,2014-09-16, 養生保健 改善視力 視力 電腦 手機 疲勞 眼睛疲勞 葉黃素,改善視力 視力 電腦 手機 疲勞 眼睛疲勞 葉黃素,https://farm3.staticflickr.com/2919/14802375543_6fcb0a6da3_b.jpg,26
每天2次有氧運動，每次各17分鐘，可快速燃燒脂肪,https://www.everydayhealth.com.tw//article/6087,2014-12-03, 健康小撇步 有氧運動 脂肪 瘦身 燃脂,有氧運動 脂肪 瘦身 燃脂,https://c2.staticflickr.com/8/7354/26764225846_c67af05674_b.jpg,19
天熱猝死機率增！30秒弓箭步活化第二心臟,https://www.everydayhealth.com.tw//article/19797,2018-09-01, 保健新聞 小腿肌 心肌梗塞 腦梗塞 肌力 肌力訓練 血管阻塞,小腿肌 心肌梗塞 腦梗塞 肌力 肌力訓練 血管阻塞,https://c2.staticflickr.com/2/1867/42363922190_8392511b21_b.jpg,2
愛路跑竟3倍感冒機率！三餐多吃一盤＿＿增強免疫力,https://www.everydayhealth.com.tw//article/14678,2017-04-05, 健康飲食 跑步 感冒 味噌湯 小黃瓜 抗氧化 免疫力,跑步 感冒 味噌湯 小黃瓜 抗氧化 免疫力,https://static.everydayhealth.com.tw/main/201703/33290013960_58fa22e590_b.jpg,8
新起點健康法！8真律抗癌改善慢性病！,https://www.everydayhealth.com.tw//article/5207,2014-10-17, 養生保健 生活習慣 有氧運動 運動 自癒 多喝水 睡眠 減重,生活習慣 有氧運動 運動 自癒 多喝水 睡眠 減重,https://farm9.staticflickr.com/8754/16799122211_5952cbfd40_b.jpg,6
薑醋抗病飲：增強抵抗力、抗病毒、防流感,https://www.everydayhealth.com.tw//article/5975,2014-12-01, 健康小撇步 冬天 感冒 茶 養生茶飲 黑糖 薑 醋,冬天 感冒 茶 養生茶飲 黑糖 薑 醋,https://c2.staticflickr.com/8/7345/26787768325_7ac834a345_b.jpg,8
【千萬別學】少吃飯、少量多餐…七種公園流傳錯誤糖尿病控制法,https://www.everydayhealth.com.tw//article/8279,2015-01-23, 養生保健 生活 血糖 糖尿病 胰島素,生活 血糖 糖尿病 胰島素,https://c2.staticflickr.com/8/7194/26222286253_8c1b4e561d_b.jpg,25
超越5％存活率，我活過了16年，遠離癌症一定要養成的5個生活習慣,https://www.everydayhealth.com.tw//article/4696,2014-06-27, 養生保健 生活習慣 防癌 減重,生活習慣 防癌 減重,https://farm8.staticflickr.com/7622/16886972818_b5dd1d5226_b.jpg,1
開冷氣睡覺，視力明顯降低,https://www.everydayhealth.com.tw//article/6033,2014-12-01, 健康小撇步 體溫 改善視力 視力 冷氣房 冷氣病 眼睛 血液循環,體溫 改善視力 視力 冷氣房 冷氣病 眼睛 血液循環,https://farm8.staticflickr.com/7368/16200400617_c852562af0_b.jpg,26
頭骨按摩自己治腰痛、失眠，這時按療效加倍、3天有感,https://www.everydayhealth.com.tw//article/17496,2017-12-17, 養生保健 按摩 失眠 腰痛 腰痠背痛 按摩頭皮,按摩 失眠 腰痛 腰痠背痛 按摩頭皮,https://c1.staticflickr.com/5/4690/39044791881_fc4bb2c9bb_b.jpg,12
槲皮素的抗氧化作用高於維生素C、E，可減少發炎與預防心血管疾病,https://www.everydayhealth.com.tw//article/5990,2014-11-28, 健康小撇步 維生素C 維生素E 抗發炎 發炎 心血管,維生素C 維生素E 抗發炎 發炎 心血管,https://farm8.staticflickr.com/7307/16385444492_44ee870f31_b.jpg,27
每天吃2~4份水果，增強免疫力,https://www.everydayhealth.com.tw//article/5996,2014-11-28, 健康小撇步 多吃水果 水果 免疫力 維生素C 維生素A 番茄,多吃水果 水果 免疫力 維生素C 維生素A 番茄,https://farm8.staticflickr.com/7438/15763931494_4ac4a31234_b.jpg,27
喝水能加速新陳代謝！一天喝8杯水的人比只喝4杯水的人消耗更多熱量,https://www.everydayhealth.com.tw//article/5999,2014-11-28, 健康小撇步 喝水 多喝水 熱量,喝水 多喝水 熱量,https://farm8.staticflickr.com/7341/16200163119_9795484129_b.jpg,17
體質偏虛的人別過度運動，可快走到微微出汗持續30分鐘,https://www.everydayhealth.com.tw//article/6001,2014-11-28, 健康小撇步 健走 走路 運動 流汗,健走 走路 運動 流汗,https://farm9.staticflickr.com/8651/16360336006_3d7dbf3733_b.jpg,6
睡醒別急著下床！早上30秒防低體溫造成心肌梗塞、癌症,https://www.everydayhealth.com.tw//article/14171,2017-04-30, 養生保健 虛寒 體溫 早起 運動 伸展 心肌梗塞 抗癌,虛寒 體溫 早起 運動 伸展 心肌梗塞 抗癌,https://farm1.staticflickr.com/669/32453252486_0ec1b41b06_b.jpg,6
肥胖的人比標準體重的人多71％機率罹患失智症,https://www.everydayhealth.com.tw//article/6009,2014-11-28, 健康小撇步 肥胖 失智 失智症 老人 老人癡呆 老年 衰老,肥胖 失智 失智症 老人 老人癡呆 老年 衰老,https://farm8.staticflickr.com/7454/16200505867_d07e4085bf_b.jpg,21
大蒜、生薑、長蔥幫助維生素B1吸收，淨化血液促進排毒,https://www.everydayhealth.com.tw//article/6010,2014-11-28, 健康小撇步 大蒜 生薑 薑 蔥 維生素 維生素B群 血液 排毒,大蒜 生薑 薑 蔥 維生素 維生素B群 血液 排毒,https://farm9.staticflickr.com/8665/16198841698_62f0dceb2f_b.jpg,27
擺脫膽固醇 醫師的超滿足懶人食譜大公開,https://www.everydayhealth.com.tw//article/5212,2014-09-18, 健康飲食 膽固醇 血脂 食譜 花椰菜 金針菇 番茄 黃椒 豆腐 紫菜 減重,膽固醇 血脂 食譜 花椰菜 金針菇 番茄 黃椒 豆腐 紫菜 減重,https://c2.staticflickr.com/8/7779/26179744954_dcae38c4c1_b.jpg,20
醋洋蔥冰塊：10天腰圍減2公分、血管年輕17歲,https://www.everydayhealth.com.tw//article/12124,2016-05-31, 健康飲食 慢性疲勞 洋蔥 血管 醋 燃脂,慢性疲勞 洋蔥 血管 醋 燃脂,https://farm8.staticflickr.com/7567/27309831176_14eb30e834_b.jpg,27
耳鳴患者腦中風率高1.66倍！日教授2方法改善耳鳴,https://www.everydayhealth.com.tw//article/19293,2018-06-28, 養生保健 耳鳴 腦中風 神經 老化,耳鳴 腦中風 神經 老化,https://c1.staticflickr.com/1/896/42967010092_60edbfa04c_b.jpg,4
解除大腦缺氧警報！深呼吸開啟活氧循環，答題效率多15％！,https://www.everydayhealth.com.tw//article/21853,2019-06-02, 養生保健 呼吸 大腦 專注力 記憶力,呼吸 大腦 專注力 記憶力,https://live.staticflickr.com/65535/47964302537_6fd252d0e2_b.jpg,21
番茄有促進脂肪燃燒的脂肪酸，也可以抑制中性脂肪量上升,https://www.everydayhealth.com.tw//article/5726,2014-11-13, 健康小撇步 燃脂 脂肪 番茄 瘦身 減重,燃脂 脂肪 番茄 瘦身 減重,https://farm9.staticflickr.com/8563/16255503497_3400d1f7ae_b.jpg,19
不失智、遠離加齡臭！只要做到4件事就能從容抗老,https://www.everydayhealth.com.tw//article/1375,2016-03-10, 對抗老化 抗老 減重 記憶力 怕冷 加齡臭 失智 老人臭 便祕,抗老 減重 記憶力 怕冷 加齡臭 失智 老人臭 便祕,https://farm2.staticflickr.com/1485/25005859873_61aa87a07a_b.jpg,18
日本食養長壽奶奶 教你這樣吃打造好孕體質,https://www.everydayhealth.com.tw//article/8543,2014-12-24, 健康飲食 懷孕 生育 子宮 米 味噌 味噌湯 鹽麴 女性 孕婦,懷孕 生育 子宮 米 味噌 味噌湯 鹽麴 女性 孕婦,https://farm8.staticflickr.com/7570/15466085913_a9a169e946_b.jpg,27
2017精選10大健康事件：毒雞蛋、生酮飲食...還有這4癌,https://www.everydayhealth.com.tw//article/17759,2017-12-29, 保健新聞 生酮飲食 大腸癌 肺癌 胰臟癌 乳癌 心血管疾病,生酮飲食 大腸癌 肺癌 胰臟癌 乳癌 心血管疾病,https://c1.staticflickr.com/5/4601/24499946407_0fb706198d_b.jpg,13
早起更健康？研究揭驚人反效果：心衰竭風險增4成,https://www.everydayhealth.com.tw//article/18016,2018-02-02, 其他身心健康 早起 心血管疾病 糖尿病 記憶力 溝通,早起 心血管疾病 糖尿病 記憶力 溝通,https://c1.staticflickr.com/5/4765/40017970671_20a3aeec28_b.jpg,27
野外露營  助你好眠,https://www.everydayhealth.com.tw//article/1377,2013-09-01, 失眠問題 失眠 堅果 紓壓 減重,失眠 堅果 紓壓 減重,https://c2.staticflickr.com/4/3905/14307964020_7707b5ed09_b.jpg,1
每天喝水兩公升  改善腸躁症,https://www.everydayhealth.com.tw//article/2913,2014-05-25, 健康飲食 喝水 水 腸胃 腸道 減重,喝水 水 腸胃 腸道 減重,https://farm3.staticflickr.com/2946/15222726528_a24462fa78_b.jpg,17
多選放養少吃五花，醫學博士多吃肉不生病的關鍵,https://www.everydayhealth.com.tw//article/8546,2014-12-24, 健康飲食 牛肉 肉類 豬肉 雞肉 蛋白質 高血壓 腎臟 醣類 膽固醇 肝臟,牛肉 肉類 豬肉 雞肉 蛋白質 高血壓 腎臟 醣類 膽固醇 肝臟,https://farm8.staticflickr.com/7510/15899834199_919abb0b5f_b.jpg,7
久坐、常憋尿、愛吃肉...8徵兆竟是罹癌警訊,https://www.everydayhealth.com.tw//article/9058,2016-04-28, 養生保健 尿道炎 喝酒 失智症 糖尿病 大腸癌,尿道炎 喝酒 失智症 糖尿病 大腸癌,https://farm2.staticflickr.com/1595/26669875085_b164446d52_b.jpg,21
顧好靈魂之窗，散步、卡拉ＯＫ與吃八分飽,https://www.everydayhealth.com.tw//article/5219,2014-11-14, 養生保健 乾眼症 眼睛 眼睛疲勞 眼藥水 眼部肌肉 老花眼 護眼 健康常識 散步 減重,乾眼症 眼睛 眼睛疲勞 眼藥水 眼部肌肉 老花眼 護眼 健康常識 散步 減重,https://farm4.staticflickr.com/3902/14838398424_f3cfcd2c83_b.jpg,26
溫暖頸部，眼睛較不易老化,https://www.everydayhealth.com.tw//article/5475,2014-10-29, 健康小撇步 眼睛 眼睛疲勞 保暖 秋天,眼睛 眼睛疲勞 保暖 秋天,https://farm4.staticflickr.com/3943/15037122033_56be33926d_b.jpg,26
看電影或連續劇的感動，可增加女性荷爾蒙分泌,https://www.everydayhealth.com.tw//article/5869,2014-11-21, 健康小撇步 女性 女性荷爾蒙 荷爾蒙,女性 女性荷爾蒙 荷爾蒙,https://farm9.staticflickr.com/8671/16238670058_a54225a5b5_b.jpg,1
改變人生的睡眠法則,https://www.everydayhealth.com.tw//article/357,2013-05-22, 失眠問題 睡眠 睡眠品質 大腦 減重,睡眠 睡眠品質 大腦 減重,https://farm3.staticflickr.com/2897/14604526418_d9274385c8_b.jpg,3
常盯手機臉鬆肉垮！1天5分鐘護眼操幫你回春,https://www.everydayhealth.com.tw//article/5221,2014-10-22, 養生保健 眨眼 眼睛 眼睛疲勞 眼部肌肉 老花眼 護眼 改善視力 近視 老化 減重,眨眼 眼睛 眼睛疲勞 眼部肌肉 老花眼 護眼 改善視力 近視 老化 減重,https://farm4.staticflickr.com/3933/15597641205_a03e5352ea_b.jpg,26
柿子的維生素比一般水果高1~2倍！,https://www.everydayhealth.com.tw//article/5477,2014-10-29, 健康小撇步 多吃水果 水果 維生素 維生素A 維生素B群 維生素C 秋天 鐵 減重 鈣,多吃水果 水果 維生素 維生素A 維生素B群 維生素C 秋天 鐵 減重 鈣,https://farm8.staticflickr.com/7472/15037254193_b3199c8c5e_b.jpg,27
顛覆常識！日本醫學博士：多吃這4種食物才健康,https://www.everydayhealth.com.tw//article/8549,2015-01-22, 健康飲食 文明病 慢性病 肉類 蛋白質 脂肪 蔬果 穀物 豆類 反式脂肪 發酵食品,文明病 慢性病 肉類 蛋白質 脂肪 蔬果 穀物 豆類 反式脂肪 發酵食品,https://farm9.staticflickr.com/8679/16086009735_29d52c61d2_b.jpg,27
睡對了救你一命！降血壓的短午睡原來應該這樣睡,https://www.everydayhealth.com.tw//article/9573,2015-06-10, 失眠問題 保暖 午睡 咖啡 高血壓,保暖 午睡 咖啡 高血壓,https://farm1.staticflickr.com/549/18661046145_59afc505f6_b.jpg,0
